25,post-seasonal intervention PROGRAMME,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER 2015,25/15/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,ARIF GLOBAL RESOURCES LTD,15TH DECEMBER 2015,9185000,5 MONTHS,NILL,9.185.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
225,SUPPLY WEAVING/KNITTIN G DESIGNING MACHINES,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NIL,14-Dec-15,MOST RESPONSIVE TENDERER,H & M NIGERIA LTD,15TH DECEMBER 2015,41295999.09,5 MONTHS,NIL,41.295.999.09,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NIL,NIL
27,ENTREPRENEURSHI P DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 8. 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,TEES CONCEPT NIG LTD,15TH DECEMBER 2015,45925000,5 MONTHS,NILL,45.925.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
28,ENTREPRENEURSHI P DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,Al BUSINESS LTD,15TH DECEMBER 2015,9185000,5 MONTHS,NILL,9.185.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
29,ENTREPRENEURSHI P DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 8. 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,EMJOCG NIG LTD,15TH DECEMBER 2015,9185000,5 MONTHS,NILL,9.185.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
30,ENTREPRENEURSHI P DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,Ope« Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 8. 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,ZITTS AND LORDS LTD,15TH DECEMBER 2015,13777500,5 MONTHS,NILL,13.777.500,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
31,ENTREPRENEURSHI P DEVELOPMENT TRAINING,14th October 2015,50.000.000 00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 8. 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,TEEKAY INTERBIZ LTD,15TH DECEMBER 2015,9185000,5 MONTHS,NILL,9.185.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
32,ENTREPRENEURSHI » DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,BEES-LINE GLOBAL VENTURES,15TH DECEMBER 2015,"13,777,500",5 MONTHS,NILL,13.777.500,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
33,ENTREPRENEURSHI P DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,ALDEEN ASSOCIATES,15TH DECEMBER 2015,"13,777,500",5 MONTHS,NILL,13.777.500,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
34,ENTREPRENEURSHI P DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,MOSRA ENERJI LTD,15TH DECEMBER 2015,"13,777,500",5 MONTHS,NILL,13.777.500,MAXIMUM OF 7 WEEKS,COMPLETED,100% .,NILL,NIL
35,ENTREPRENEURSHI P DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,SAMEMA TECHNIQUES RESOURCES LTD,15TH DECEMBER 2015,"18,370,000",5 MONTHS,NILL,18.370.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
36,ENTREPRENEURSHI P DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,ECONOMETRICA CONSULTANTS LTD,15TH DECEMBER 2015,18370000,5 MONTHS,NILL,18.370.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
37,ENTREPRENEURSHI P DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,CONTEMPORARY ARCHIVISION LTD,15TH DECEMBER 2015,"6,888,750",5 MONTHS,NILL,6.888.750,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
38,ENTREPRENEURSHI P DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,APEH AUTOMATED SYSTEMS LTD,15TH DECEMBER 2015,18370000,5 MONTHS,NILL,18.370.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
39,ENTREPRENEURSHI P DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,CHIBOY INTEGRATED VENTURES LTD,15TH DECEMBER 2015,"9,185,000",5 MONTHS,NILL,9.185.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
40,ENTREPRENEURSHI P DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,SILVER CITY NIGERIA LTD,15TH DECEMBER 2015,13777500,5 MONTHS,NILL,"13,777,500",MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
41,ENTREPRENEURSHI P DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,PHANTOM LOGISTICS LTD,15TH DECEMBER 2015,"9,185,000",5 MONTHS,NILL,9.185.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
42,ENTREPRENEURSHI P DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,ALCOF1X INTERNATIONAL LTD,15TH DECEMBER 2015,"13,777,500",5 MONTHS,NILL,13.777.500,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
43,ENTREPRENEURSH * DEVELOPMENT,14th October 2015,50.000.000.00,Open Competitive,25th NOVEMBER.,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE,PHISH UPDATES LTD,15TH DECEMBER 2015,13777500,5 MONTHS,NILL,13.777.500,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
279,SUPPLY TRICYCLES,14th October 2015,50.000 000 00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NIL,14-Dec-15,MOST RESPONSIVE TENDERER,H & M NIGERIA LTD,15TH DECEMBER 2015,22720000,5 MONTHS,NIL,22720,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NIL,NIL
297,SUPPLY OF COMPUTERS AND ACCESSORIES,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NIL,14-Dec-15,MOST RESPONSIVE TENDERER,H & M NIGERIA LTD,15TH DECEMBER 2015,10484999.94,5 MONTHS,NIL,10.484.999.94,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NIL,NIL
46,ENTREPRENEURSH! P DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,ANISET INTEGRATED SERVICES LTD,15TH DECEMBER 2015,9185000,5 MONTHS,NILL,9.185.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
47,ENTREPRENEURSHI P DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,UTENDALA NIG LTD,15TH DECEMBER 2015,22566000,5 MONTHS,NILL,22.566.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
43,ENTREPRENEURSHI P DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 4 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,MARINE TECHNOLOGIES SERVICES LTD,15TH DECEMBER 2015,22962500,5 MONTHS,NILL,22962500,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
49,ENTREPRENEURSHI P DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,RENNIES WORKS LTD,15TH DECEMBER 2015,13777500,5 MONTHS,NILL,13.777.500,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
50,ENTREPRENEURSHI P DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 4 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,LOGGIANO NIG LTD,15TH DECEMBER 2015,22962500,5 MONTHS,NILL,22962500,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
51,ENTREPRENEURSHI P DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,LUGE DYNAMIC SERVICES LTD,15TH DECEMBER 2015,18829250,5 MONTHS,NILL,18.829.250,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NIU,NIL
52,ENTREPRENEURSHI P DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,"Operv, Competitive 8idding",25 th NOVEMBER. 2015,25/11/2015 4 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,TAMGAJ CORPORATE SERVICES LTD,15TH DECEMBER 2015,9139000,5 MONTHS,NILL,9.139.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NIU,NIL
S3,ENTREPRENEURSHIP DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 4 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,NATYS NICHE PROJECT LTD,15TH DECEMBER 2015,13777500,5 MONTHS,NILL,13.777.500,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NIU,NIL
54,ENTREPRENEURSH DEVELOPMENT,14th October 2015,50.000.000.00,Open Competitive,25th NOVEMBER.,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE,NASA GLOBAL RESOURCES,15TH DECEMBER 2015,18370000,5 MONTHS,NILL,18.370.000,MAXIMUM OF 7,COMPLETED,100%,NILL,NIL
55,ENTREPRENEURSHIP DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,FIELD EFFECTS GLOBAL CONSULTING LTD,15TH DECEMBER 2015,9185000,5 MONTHS,NILL,9.185.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
56,ENTREPRENEURSHIP DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,TEFEE WORLD NIG LTD,15TH DECEMBER 2015,9185000,5 MONTHS,NILL,9.185.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
305,SUPPLY OF WELDING MACHINES,14th October 2015,50.000.000.00,"Open"" Competitive Bidding",25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NIL,14-Dec-15,MOST RESPONSIVE TENDERER,H & M NIGERIA LTD,15TH DECEMBER 2015,41313000,5 MONTHS,NIL,41.313.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NIL,NIL
58,ENTREPRENEURSHIP DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,Open ” Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,SUN BIRD INVESTMENT LTD,15TH DECEMBER 2015,13777500,5 MONTHS,NILL,13.777.500,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
59,ENTREPRENEURSHIP DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,ABILELE INDUSTRIES LTD,15TH DECEMBER 2015,27555000,5 MONTHS,NILL,27.555.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
60,ENTREPRENEURSHI P DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,PFA SERVICES AND CONSULTING LTD,15TH DECEMBER 2015,7348000,5 MONTHS,NILL,7.348.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
232,SUPPLY VULCANIZING MACHINES,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NIL,14-Dec-15,MOST RESPONSIVE TENDERER,H & M NIGERIA LTD,15TH DECEMBER 2015,41760000,5 MONTHS,NIL,41.760.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NIL,NIL
62,ENTREPRENEURSHI P DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,SYNCWISE INTEGRATED SERVICES LTD,15TH DECEMBER 2015,18370000, 5 MONTHS,NILL,18.370.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
63,ENTREPRENEURSHI P DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,Operw Competitive Bidding,25 th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENOERER,KHADI-SHUAB LTD,15TH DECEMBER 2015,6888750,5 MONTHS,NILL,6.888.750,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
64,ENTREPRENEURSHI P DEVELOPMENT TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,SUPERNOVA GLOBAL investments LTD,15TH DECEMBER 2015,6888750,5 MONTHS,NILL,6.888.750,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
194,SUPPLY GENERATORS,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NIL,14-Dec-15,MOST RESPONSIVE TENDERER,H & M NIGERIA LTD,15TH DECEMBER 2015,18353184,5 MONTHS,NIL,18.353.184,MAXIMUM OF 7 WEEKS,completed,100%,NIL,NIL
66,VOCATIONAL TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,GROVEDALES LTD,15TH DECEMBER 2015,45925000,5 MONTHS,NILL,45.925.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
67,VOCATIONAL TRAINING,14th October 2015,50.000.000.00,Open Competitive Bidding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,AIDSWATCH CONSULTING LTD,15TH DECEMBER 2015,9185000,5 MONTHS,NILL,9.185.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
68,VOCATIONAL TRAINING,14th October 2015,50.000.000.00,Open Competitive 8idding,25th NOVEMBER. 2015,25/11/2015 & 10/12/2015,9061969579.21,NILL,14-Dec-15,MOST RESPONSIVE TENDERER,FlNA QUEST INTEGRATED RESOURCES LTD,15TH DECEMBER 2015,15000000,5 MONTHS,NILL,15.000.000,MAXIMUM OF 7 WEEKS,COMPLETED,100%,NILL,NIL
