66,GLAMOUR VENTURES(NIG.) LTD,"CONSTRUCTION OF A BLOCK OF 3 CLASSROOMS, 60 PUPILS DESKS/CHAIRS, 3 SETS OF TEACHERS TABLE/CHAIRS WITH 2COMPARMENTS V.I.P TOILET AT CENTRAL PRIMARY SCHOOL,ANKPA, ANKPA LOCAL GOVT, KOGI EAST SENATORIAL DISTRICT, KOGI STATE",12245577.75,KOGI,"Construction Of A Block Of 3 Classrooms, 60 Pupils Desks/Chairs, 3 Sets Of Teachers Table/Chairs With 2Comparments V.I.P Toilet At Central Primary School,Ankpa, Ankpa Local Govt, Kogi East Senatorial District, Kogi State",2016
67,"HIND WORLD CONCEPT,LTD","CONSTRUCTION OF A BLOCK OF 3 CLASSROOMS, 60 PUPILS DESKS/CHAIRS, 3 SETS OF TEACHERS TABLE/CHAIRS WITH 3 COMPARTMENTS VIP TOILET AT ANGWA IDAH, IDAH LOCAL GOVT,KOGI EAST SENATORIAL DISTRICT, KOGI STATE",12245577.75,KOGI,"Construction Of A Block Of 3 Classrooms, 60 Pupils Desks/Chairs, 3 Sets Of Teachers Table/Chairs With 3 Compartments Vip Toilet At Angwa Idah, Idah Local Govt,Kogi East Senatorial District, Kogi State",2016
67,QUICKFIX PROPERTY LTD,"CONSTRUCTION OF A BLOCK OF 3 CLASSROOMS, 60 PUPILS DESKS/CHAIRS, 3 SETS OF TEACHERS TABLE/CHAIRS WITH 3 COMPARTMENTS VIP TOILET AT ST. BONIFACE PRIMARY SCHOOL, IDAH, IDAH LOCAL GOVT, KOGI EAST SENATORIAL DISTRICT, KOGI STATE",12245577.75,KOGI,"Construction Of A Block Of 3 Classrooms, 60 Pupils Desks/Chairs, 3 Sets Of Teachers Table/Chairs With 3 Compartments Vip Toilet At St. Boniface Primary School, Idah, Idah Local Govt, Kogi East Senatorial District, Kogi State",2016
67,DAN J0DAN LTD,"CONSTRUCTION OF A BLOCK OF 3 CLASSROOMS, 60 PUPILS DESKS/CHAIRS, 3 SETS TEACHERS TABLE/CHAIRS WITH 3 COMPARMENTS VIP TOILET AT ODOGWU, IBAJI LOCAL GOVT KOGI EAST SENATORIAL DISTRICT, KOG1STATE",12245577.75,KOGI,"Construction Of A Block Of 3 Classrooms, 60 Pupils Desks/Chairs, 3 Sets Teachers Table/Chairs With 3 Comparments Vip Toilet At Odogwu, Ibaji Local Govt Kogi East Senatorial District, Kog1State",2016
67,FASSOCIATES NIG. LTD,"CONSTRUCTION OF A BLOCK OF 3 CLASSROOMS, 60 PUPILS DESKS/CHAIRS, 3 SETS TEACHERS TABLE/CHAIRS WITH 3 COMPARTMENTS VIP TOILET AT OGBULU, OFU LOCAL GOVT. KOGI EAST SENATORIAL DISTRICT, KOGI STATE",12245577.75,KOGI,"Construction Of A Block Of 3 Classrooms, 60 Pupils Desks/Chairs, 3 Sets Teachers Table/Chairs With 3 Compartments Vip Toilet At Ogbulu, Ofu Local Govt. Kogi East Senatorial District, Kogi State",2016
67,MBEVA INVEST. NIG.LTD,"CONSTRUCTION OF A BLOCK OF 3 CLASSROOMS, 60 PUPILS DESKS/CHAIRS, 3 SETS OF TEACHERS TABLE/CHAIRS WITH 3 COMPARTMENTS VIP TOILET AT OLA, OMALA LOCAL GOVT KOGI EAST SENATORIAL DISTRICT, KOGI STATE",12245577.75,KOGI,"Construction Of A Block Of 3 Classrooms, 60 Pupils Desks/Chairs, 3 Sets Of Teachers Table/Chairs With 3 Compartments Vip Toilet At Ola, Omala Local Govt Kogi East Senatorial District, Kogi State",2016
67,SABA INTEGRATED RESOURCES LTD,"CONSTRUCTION OF A BLOCK OF 3 CLASSROOMS, 60 PUPILS DESKS/CHAIRS, 3 SETS TEACHERS TABLE/CHAIRS WITH 3 COMPARMENTS VIP TOILET AT OKPOTALA, OMALA LOCAL GOVT. KOGI EAST SENATORIAL DISTRICT, KOG1STATE",12245577.75,KOGI,"Construction Of A Block Of 3 Classrooms, 60 Pupils Desks/Chairs, 3 Sets Teachers Table/Chairs With 3 Comparments Vip Toilet At Okpotala, Omala Local Govt. Kogi East Senatorial District, Kog1State",2016
73,AMBIENCE IDEAL INNOVATIONS LTD,"CONSTRUCTION OF 3 NOS BLOCK OF TWO CLASSROOMS,120 PUPILS DESKS/CHAIRS, 6 SETS OF TEACHERS TABLES/CHAIRS PLUS 3 NOS 2 COMPARTMENTS VIP TOILET IN SELECTED SCHOOLS IN BARUTEN ANDKAIAMA FEDERAL CONSTITUENCY, KWARA STATE",41012500,KWARA,"Construction Of 3 Nos Block Of Two Classrooms,120 Pupils Desks/Chairs, 6 Sets Of Teachers Tables/Chairs Plus 3 Nos 2 Compartments Vip Toilet In Selected Schools In Baruten Andkaiama Federal Constituency, Kwara State",2016
80A,RED TRUST NIG LTD,"CONSTRUCTION OF COMMUNITY RECREATION CENTRE, EPE, LAGOS STATE ( 1 CONSTRUCTION OF PAVILION, MAIN BOWL AND ADMINISTRATIVE BLOCK",176280000,LAGOS,"Construction Of Community Recreation Centre, Epe, Lagos State ( 1 Construction Of Pavilion, Main Bowl And Administrative Block",2016
80B,HAMILTON CORPORATE BUSINESS LTD,"CONSTRUCTION OF COMMUNITY RECREATION CENTRE, EPE, LAGOS STATE ( 2 CONSTRUCTION OF BASKET BALL COURT AND STAND, LAWN TENNIS COURT AND STAND AND INDOOR SPORT HALL",176280000,LAGOS,"Construction Of Community Recreation Centre, Epe, Lagos State ( 2 Construction Of Basket Ball Court And Stand, Lawn Tennis Court And Stand And Indoor Sport Hall",2016
80C,RED TRUST NIG LTD,"CONSTRUCTION OF COMMUNITY RECREATION CENTRE, EPE, LAGOS STATE ( 3 CONSTRUCTION OF EXTERNAL WORKS, GATE HOUSE AND PERIMETER FENCE ",176280000,LAGOS,"Construction Of Community Recreation Centre, Epe, Lagos State ( 3 Construction Of External Works, Gate House And Perimeter Fence ",2016
81,DIAMOND SQUARE LTD,"CONSTRUCTION OF 2 COMPARTMENTS WATER SYSTEM TOILET WITH WASH HAND BASIN, WC TOILET PLUS 8.1 KVA GENERATOR IN EACH OF THE SCHOOLS WITH MOTORIZED BOREHOLES PLUS RETICULATION IN STADIUM JUNIOR HIGH SCHOOL, IYUN ROAD,SURULERE, LAGOS STATE",9787857,LAGOS,"Construction Of 2 Compartments Water System Toilet With Wash Hand Basin, Wc Toilet Plus 8.1 Kva Generator In Each Of The Schools With Motorized Boreholes Plus Reticulation In Stadium Junior High School, Iyun Road,Surulere, Lagos State",2016
81,RASWAS NIG LTD,"CONSTRUCTION OF 2 COMPARTMENTS WATER SYSTEM TOILET WITH WASH HAND BASIN, WC TOILET PLUS 8.1 KVA GENERATOR IN EACH OF THE SCHOOLS WITH MOTORIZED BOREHOLES PLUS RETICULATION IN IPONRI ESTATE JUNIOR SECONDRY SCHOOL SURULERE, LAGOS STATE",9787857.15,LAGOS,"Construction Of 2 Compartments Water System Toilet With Wash Hand Basin, Wc Toilet Plus 8.1 Kva Generator In Each Of The Schools With Motorized Boreholes Plus Reticulation In Iponri Estate Junior Secondry School Surulere, Lagos State",2016
81,SEM-LUK VENTURES LTD,"CONSTRUCTION OF 2 COMPARTMENTS WATER SYSTEM TOILET WITH WASH HAND BASIN, WC TOILET PLUS 8.1 KVA GENERATOR IN EACH OF THE SCHOOLS WITH MOTORIZED BOREHOLES PLUS RETICULATION IN OKESUNA JUNIOR HIGH SCH, LAGOS ISLAND",9787857.15,LAGOS,"Construction Of 2 Compartments Water System Toilet With Wash Hand Basin, Wc Toilet Plus 8.1 Kva Generator In Each Of The Schools With Motorized Boreholes Plus Reticulation In Okesuna Junior High Sch, Lagos Island",2016
81,JESSIFAS SYNERGY LTD,"CONSTRUCTION OF 2 COMPARTMENTS WATER SYSTEM TOILET WITH WASH HAND BASIN, WC TOILET PLUS 8.1 KVA GENERATOR IN EACH OF THE SCHOOLS WITH MOTORIZED BOREHOLES PLUS RETICULATION IN EKO BOYS HIGH SCHOOLS SURULERE, LAGOS STATE",9787857.15,LAGOS,"Construction Of 2 Compartments Water System Toilet With Wash Hand Basin, Wc Toilet Plus 8.1 Kva Generator In Each Of The Schools With Motorized Boreholes Plus Reticulation In Eko Boys High Schools Surulere, Lagos State",2016
81,NASUMI CONCEPT LTD,"CONSTRUCTION OF 2 COMPARTMENTS WATER SYSTEM TOILET WITH WASH HAND BASIN, WC TOILET PLUS 8.1 KVA GENERATOR IN EACH OF THE SCHOOLS WITH MOTORIZED BOREHOLES PLUS RETICULATION IN ILASAN JUNIOR SEC. SCHOOLS ILASAN ETI-OSA, LAGOS",9787857.15,LAGOS,"Construction Of 2 Compartments Water System Toilet With Wash Hand Basin, Wc Toilet Plus 8.1 Kva Generator In Each Of The Schools With Motorized Boreholes Plus Reticulation In Ilasan Junior Sec. Schools Ilasan Eti-Osa, Lagos",2016
81,OKESO NIG. LTD,"CONSTRUCTION OF 2 COMPARTMENTS WATER SYSTEM TOILET WITH WASH HAND BASIN, WC TOILET PLUS 8.1 KVA GENERATOR IN EACH OF THE SCHOOLS WITH MOTORIZED BOREHOLES PLUS RETICULATION IN 5 OGOMBO COMMUNITY JUNIOR HIGH SCHOOL OGOMBO, LAGOS STATE",9787857.15,LAGOS,"Construction Of 2 Compartments Water System Toilet With Wash Hand Basin, Wc Toilet Plus 8.1 Kva Generator In Each Of The Schools With Motorized Boreholes Plus Reticulation In 5 Ogombo Community Junior High School Ogombo, Lagos State",2016
81,FRED - LINK INTEGRATED SERVICES LTD,"CONSTRUCTION OF 2 COMPARTMENTS WATER SYSTEM TOILET WITH WASH HAND BASIN, WC TOILET PLUS 8.1 KVA GENERATOR IN EACH OF THE SCHOOLS WITH MOTORIZED BOREHOLES PLUS RETICULATION IN DAVID SAVAGE NUR./PRI SCHOOL APAPA LAGOS STATE",9787857.15,LAGOS,"Construction Of 2 Compartments Water System Toilet With Wash Hand Basin, Wc Toilet Plus 8.1 Kva Generator In Each Of The Schools With Motorized Boreholes Plus Reticulation In David Savage Nur./Pri School Apapa Lagos State",2016
81,OKESO NIG LTD,"CONSTRUCTION OF 2 COMPARTMENTS WATER SYSTEM TOILET WITH WASH HAND BASIN, WC TOILET PLUS 8.1 KVA GENERATOR IN EACH OF THE SCHOOLS WITH MOTORIZED BOREHOLES PLUS RETICULATION IN A SELECTED SCHOOL IN LAGOS STATE",9787857,LAGOS,"Construction Of 2 Compartments Water System Toilet With Wash Hand Basin, Wc Toilet Plus 8.1 Kva Generator In Each Of The Schools With Motorized Boreholes Plus Reticulation In A Selected School In Lagos State",2016
84,FON APPLE INTEGRATED SERVICE LTD,"CONSTRUCTION OF A BLOCK OF 3 CLASSROOMS, 60 NOS PUPILS DESKS/CHAIRS, 3 SETS OF TEACHERS TABLES/CHAIRS IN ONE OF THE THREE LOCATIONS LISTED BELOW. NASARAWA EAST PRIMARY SCHOOL, NASARAWA LOCAL GOVT. AGWA-SABO, DANDABI, KEFFI LOCAL GOVT. NASARAWA WEST SENATORIAL DISTRICT NASARAWA STATE",12062500,NASARAWA,"Construction Of A Block Of 3 Classrooms, 60 Nos Pupils Desks/Chairs, 3 Sets Of Teachers Tables/Chairs In One Of The Three Locations Listed Below. Nasarawa East Primary School, Nasarawa Local Govt. Agwa-Sabo, Dandabi, Keffi Local Govt. Nasarawa West Senatorial District Nasarawa State",2016
85,BLOSSOM INNOVATORS,CONSTRUCTION OF A BLOCK OF 2 CLASSROOMS AT KADNA COMMUNITY BOSSO LOCAL GOVT. NIGER STATE,6948000,NIGER,Construction Of A Block Of 2 Classrooms At Kadna Community Bosso Local Govt. Niger State,2016
86,SMITHCROWN NIG LTD,"REHABILITATION OF A BLOCK OF TWO CLASSROOMS, 40 PUPILS DESKS/CHAIRS AND 2 NOS TEACHERS TABLES/CHAIRS AT COLLEGE OF ARTS AND ISLAMIC STUDIES, KATCHA, NIGER SOUTH
SENATORIAL DISTRICT, NIGER STATE",8041666.67,NIGER,"Rehabilitation Of A Block Of Two Classrooms, 40 Pupils Desks/Chairs And 2 Nos Teachers Tables/Chairs At College Of Arts And Islamic Studies, Katcha, Niger South
Senatorial District, Niger State",2016
86,WORK FLOW INTERGRATED SERVICES LTD,"RENOVATION OF A BLOCK OF TWO CLASSROOMS, 40 PUPILS DESKS/CHAIRS AND 2 NOS TEACHER TABLE/CHAIRS AT LEMU OF THE NIGER SOUTH SENATORIAL DISTRICT",8041666.67,NIGER,"Renovation Of A Block Of Two Classrooms, 40 Pupils Desks/Chairs And 2 Nos Teacher Table/Chairs At Lemu Of The Niger South Senatorial District",2016
86,LIQUID & BANKABLE LTD,"RENOVATION OF A BLOCK OF TWO CLASSROOMS, 40 PUPILS DESKS/CHAIRSAND 2 NOS TEACHERS TABLES/CHAIRS AT DOKO OF THE NIGER SOUTH SENATORIAL DISTRICT",8041666.67,NIGER,"Renovation Of A Block Of Two Classrooms, 40 Pupils Desks/Chairsand 2 Nos Teachers Tables/Chairs At Doko Of The Niger South Senatorial District",2016
88,VICNI ENGINEERING SERVICES LTD,"CONSTRUCTION OF A BLOCK OF 2 CLASSROOMS WITH VIP TOILETS AT JAGUNA, EWEKORO LOCAL GOVT. OGUN STATE",8492000,OGUN,"Construction Of A Block Of 2 Classrooms With Vip Toilets At Jaguna, Ewekoro Local Govt. Ogun State",2016
89,EDEKO VENTURES LTD,"CONSTRUCTION OF A BLOCK OF 2 CLASSROOMS WITH VIP TOILETS AT JAGUNA, EWEKORO LOCAL GOVT. OGUN STATE",8492000,OGUN,"Construction Of A Block Of 2 Classrooms With Vip Toilets At Jaguna, Ewekoro Local Govt. Ogun State",2016
90,EDEKOVENTURES LTD,"CONSTRUCTION OF 1 NO BLOCK OF 2 CLASSROOMS 40 NOS PUPILS DESKS/CHAIRS, 2 TEACHERS TABLE/ CHAIR IN ADO/ODO OTA LOCAL GOVT. OGUN STATE",10615000,OGUN,"Construction Of 1 No Block Of 2 Classrooms 40 Nos Pupils Desks/Chairs, 2 Teachers Table/ Chair In Ado/Odo Ota Local Govt. Ogun State",2016
90,BLUE MATRIX LTD,"CONSTRUCTION OF 1 NO BLOCK OF 2 CLASSROOMS 40 NOS PUPILS DESKS/CHAIRS, 2 TEACHERS TABLE/ CHAIR IN ADO/ODO OTA LOCAL GOVT. OGUN STATE",10615000,OGUN,"Construction Of 1 No Block Of 2 Classrooms 40 Nos Pupils Desks/Chairs, 2 Teachers Table/ Chair In Ado/Odo Ota Local Govt. Ogun State",2016
91,TAMGAJ CORPORATE SERVICES LTD,"CONSTRUCTION OF TWO NOS BLOCK OF TWO CLASSROOMS EACH IN THE TWO (2) BASIC SCHOOLS EACH IN SHAGAMU LDA (1),IKENNE LOCAL GOVT (1), REMO NORTH LOCAL GOVT OGUN STATE",15992500,OGUN,"Construction Of Two Nos Block Of Two Classrooms Each In The Two (2) Basic Schools Each In Shagamu Lda (1),Ikenne Local Govt (1), Remo North Local Govt Ogun State",2016
92,T-BAG ASSOCIATES LTD,"CONSTRUCTION OF A BLOCK OF TWO CLASSROOMS, 40 PUPILS DESKS /CHAIRS IN A SELECTED SCHOOL IN OWO LOCAL GOVERNMENT OF ONDO STATE",10084250,ONDO,"Construction Of A Block Of Two Classrooms, 40 Pupils Desks /Chairs In A Selected School In Owo Local Government Of Ondo State",2016
93,GENESIS IMPRESSION GLOBAL INVESTMENT LTD,RENOVATION OF TWO BLOCKS OF TWO CLASSROOMS IN A SELECTED SCHOOL IN OSE LOCAL GOVERNMENT OF ONDO STATE,10084250,ONDO,Renovation Of Two Blocks Of Two Classrooms In A Selected School In Ose Local Government Of Ondo State,2016
94,EXTENDED GLOBAL SYSTEM,"CONSTRUCTION OF A BLOCK OF TWO CLASSROOMS, 40 PUPILS DESKS /CHAIRS IN A SELECTED SCHOOL IN ILAJE/ESE-ODO FEDERAL CONSTITUENCY OF ONDO STATE",10132500,ONDO,"Construction Of A Block Of Two Classrooms, 40 Pupils Desks /Chairs In A Selected School In Ilaje/Ese-Odo Federal Constituency Of Ondo State",2016
127,OLAB CONSTRUCTION COMPANY,"CONSTRUCTION OF COMMUNITY EDUCATION CENTER AT ILAORANGUN, ILA LOCAL GOVT. OSUN CENTRAL SENATORIAL DISTRICT, OSUN STATE",237750000,OSUN,"Construction Of Community Education Center At Ilaorangun, Ila Local Govt. Osun Central Senatorial District, Osun State",2016
128,AMERICLEAN GLOBAL SERVICES LTD,"REHABILITATION OF 5 BLOCKS OF 3 CLASSROOMS, 3 NOS 3 VIP TOILET, PROVISION OF 180 PUPILS DESKS/CHAIRS, 6 TEACHERS,TABLE/CHAIRS IN BAPTIST HIGH SCHOOL IN IREE, OSUN STATE",57900000,OSUN,"Rehabilitation Of 5 Blocks Of 3 Classrooms, 3 Nos 3 Vip Toilet, Provision Of 180 Pupils Desks/Chairs, 6 Teachers,Table/Chairs In Baptist High School In Iree, Osun State",2016
129,Royal Jeff Nig Ltd,"REHABILITATION OF 15 NOS A BLOCK OF 3 CLASSROOMS, 10 NOS VIP TOILETS, PROVISION OF 250 PUPILS DESKS/CHAIRS, 18 NOS TEACHERS TABLE/CHAIRS IN KIRIJI MEMORIAL COLLEGE, IGBAJO,OSUN STATE",135100000,OSUN,"Rehabilitation Of 15 Nos A Block Of 3 Classrooms, 10 Nos Vip Toilets, Provision Of 250 Pupils Desks/Chairs, 18 Nos Teachers Table/Chairs In Kiriji Memorial College, Igbajo,Osun State",2016
131,SIF-ADE NIG. LTD,"REHABILITATION AND FURNISHING OF 15 BLOCKS OF 3 CLASSROOMS IN INISA GRAMMER SCHOOL, INISA, OSUN STATE",135100000,OSUN,"Rehabilitation And Furnishing Of 15 Blocks Of 3 Classrooms In Inisa Grammer School, Inisa, Osun State",2016
131,JESSEAN GLOBAL CONCEPT LTD,"REHABILITATION AND FURNISHING OF 15 BLOCKS OF 3 CLASSROOMS IN LARO MIDDLE SCHOOL, OSOGBO, OSUN STATE",135100000,OSUN,"Rehabilitation And Furnishing Of 15 Blocks Of 3 Classrooms In Laro Middle School, Osogbo, Osun State",2016
134,SAM VICTOR VENTURES,"CONSTRUCTION OF 25 CLASSROOMS STOREY— BUILDING WITH ICT CENTRE IN (UBEMODEL) AT ST. STEPHEN'S SCHOOL, ORA IGBOMINA, IFEDAYO LOCAL GOVT OSUN STATE",212300000,OSUN,"Construction Of 25 Classrooms Storey— Building With Ict Centre In (Ubemodel) At St. Stephen'S School, Ora Igbomina, Ifedayo Local Govt Osun State",2016
136,ABITAT KONZULTANTS NG. LTD,"REHABILITATION OF 2 BLOCKS OF 2 CLASSROOMS, PROVISION OF 80 PUPILS DESKS/CHAIRS, 4 NOS TEACHERS TABLES/CHAIRS ATIWAJOWA LOCAL GOVT IN ISEYIN/ITESIWAHU/KAJOLA/IWAJOWA, OYO STATE",6272500,OYO,"Rehabilitation Of 2 Blocks Of 2 Classrooms, Provision Of 80 Pupils Desks/Chairs, 4 Nos Teachers Tables/Chairs Atiwajowa Local Govt In Iseyin/Itesiwahu/Kajola/Iwajowa, Oyo State",2016
137,XENIUS GLOBAL NIG.LTD,"REHABILITATION OF 2 BLOCKS OF TWO CLASSROOMS, PROVISION OF 80 PUPILS DESKS/CHAIRS, 4 NOS TEACHERS TABLE/CHAIRS IN TWO NOS GOVERNMENT SCHOOLS IN IBARAPA CENTRAL/IBARAPA NORTH FED. CONST OYO STATE",13992500,OYO,"Rehabilitation Of 2 Blocks Of Two Classrooms, Provision Of 80 Pupils Desks/Chairs, 4 Nos Teachers Table/Chairs In Two Nos Government Schools In Ibarapa Central/Ibarapa North Fed. Const Oyo State",2016
138,NIYET RESOURCES LTD,"REHABILITATION OF 3 BLOCKS OF TWO CLASSROOMS, PROVISION OF 40 PUPILS DESKS/CHAIRS, 4 NOS TEACHERS TABLE/CHAIRS IN TWO NOS GOVERNMENT SCHOOLS IN IBARAPA CENTRAL/IBARAPANORTH FED. CONST OYO STATE",17601600,OYO,"Rehabilitation Of 3 Blocks Of Two Classrooms, Provision Of 40 Pupils Desks/Chairs, 4 Nos Teachers Table/Chairs In Two Nos Government Schools In Ibarapa Central/Ibarapanorth Fed. Const Oyo State",2016
139,AMPERSAND DEVELOPMENT PARTNERS LTD,"CONSTRUCTION OF A BLOCK OF 3 CLASSROOMS, PROVISION OF 60PUPILS DESKS/CHAIRS, 3 NOS TEACHERS TABLES/ CHAIRS INOGBOMOSO SOUTH LOCAL GOVT. OYO STATE","12,545,000 ,",OYO,"Construction Of A Block Of 3 Classrooms, Provision Of 60Pupils Desks/Chairs, 3 Nos Teachers Tables/ Chairs Inogbomoso South Local Govt. Oyo State",2016
141,NEEDS TECHNOLOGIES LTD,CONSTRUCTIONOF A BLOCK OF 3 CLASSROOMS AT EGBEDA/ONAARA LOCAL GOVT. OYO STATE,10846600,OYO,Constructionof A Block Of 3 Classrooms At Egbeda/Onaara Local Govt. Oyo State,2016
142,HEAVENS GLOBAL CONCEPTS LTD,"CONSTRUCTION OF BLOCKS OF CLASSROOMS AND FURNITURE AT ALAAFIN HIGH SCHOOL, OYO STATE",11580000,OYO,"Construction Of Blocks Of Classrooms And Furniture At Alaafin High School, Oyo State",2016
143,STABLE TECHNOLOGY LTD,"the CONSTRUCTION OF 3 BLOCKS OF 3 CLASSROOMS, 3 BLOCKS OF 2 COMPARTMENTS VIP TOILET, 180 NOS PUPILS DESKS/CHAIRS, 9NOS TEACHERS TABLES/CHAIRS IN SELECTED LOCAL GOVT. IN OYO SOUTHSENATORIAL DISTRICTS OYO STATE",53025067,OYO,"The Construction Of 3 Blocks Of 3 Classrooms, 3 Blocks Of 2 Compartments Vip Toilet, 180 Nos Pupils Desks/Chairs, 9Nos Teachers Tables/Chairs In Selected Local Govt. In Oyo Southsenatorial Districts Oyo State",2016
145,LATAK RESOURCES NIG. LTD,"CONSTRUCTION OF SKILL ACQUISITION CENTRE WITH PLASTIC CHAIRS AND TABLES IN ERUWA, IBARAPA EAST LOCAL GOVT. OYO SOUTH SENATORIAL DISTRICT. OYO STATE",9650000,OYO,"Construction Of Skill Acquisition Centre With Plastic Chairs And Tables In Eruwa, Ibarapa East Local Govt. Oyo South Senatorial District. Oyo State",2016
146,BLOSSOM INNOVATORS LTD,"CONSTRUCTION OF 2 NUMBERS BLOCK OF 3 CLASSROOMS,PROVISION OF 120 PUPILS DESK CHAIRS, 6 TEACHERS TABLES AND CHAIRS TO SELECTED SCHOOLS IN BARKIN LADI RIYOM FED CONST, PLATEAU STATE",24125000,PLATEAU,"Construction Of 2 Numbers Block Of 3 Classrooms,Provision Of 120 Pupils Desk Chairs, 6 Teachers Tables And Chairs To Selected Schools In Barkin Ladi Riyom Fed Const, Plateau State",2016
148,TARAI GLOBAL SYNERGY LTD,"CONSTRUCTION OF 2 NUMBERS BLOCK OF 2 CLASSROOMS, PROVISION OF 80 PUPILS DESK CHAIRS, 4 TEACHERS TABLES AND CHAIRS TO SELECTED PRIMARY SCHOOLS IN NARAGUTA, JOS NORTH, RUKUBA, BASSA, PLATEAU STATE",19300000,PLATEAU,"Construction Of 2 Numbers Block Of 2 Classrooms, Provision Of 80 Pupils Desk Chairs, 4 Teachers Tables And Chairs To Selected Primary Schools In Naraguta, Jos North, Rukuba, Bassa, Plateau State",2016
